symbol	ensembl_gene_id	name	hgnc_id
SLC22A18AS	ENSG00000254827.6	solute carrier family 22 member 18 antisense	HGNC:10965
SLC22A2	ENSG00000112499.13	solute carrier family 22 member 2	HGNC:10966
SLC22A23	ENSG00000137266.15	solute carrier family 22 member 23	HGNC:21106
SLC22A24	ENSG00000197658.9	solute carrier family 22 member 24	HGNC:28542
SLC22A25	ENSG00000196600.13	solute carrier family 22 member 25	HGNC:32935
SLC22A3	ENSG00000146477.6	solute carrier family 22 member 3	HGNC:10967
SLC22A31	ENSG00000259803.8	solute carrier family 22 member 31	HGNC:27091
SLC22A4	ENSG00000197208.6	solute carrier family 22 member 4	HGNC:10968
SLC22A5	ENSG00000197375.14	solute carrier family 22 member 5	HGNC:10969
SLC22A6	ENSG00000197901.12	solute carrier family 22 member 6	HGNC:10970
SLC22A7	ENSG00000137204.15	solute carrier family 22 member 7	HGNC:10971
SLC22A8	ENSG00000149452.16	solute carrier family 22 member 8	HGNC:10972
SLC22A9	ENSG00000149742.10	solute carrier family 22 member 9	HGNC:16261
SLC23A1	ENSG00000170482.17	solute carrier family 23 member 1	HGNC:10974
SLC23A2	ENSG00000089057.15	solute carrier family 23 member 2	HGNC:10973
SLC23A3	ENSG00000213901.11	solute carrier family 23 member 3	HGNC:20601
SLC24A1	ENSG00000074621.14	solute carrier family 24 member 1	HGNC:10975
SLC24A2	ENSG00000155886.12	solute carrier family 24 member 2	HGNC:10976
SLC24A3	ENSG00000185052.13	solute carrier family 24 member 3	HGNC:10977
SLC24A4	ENSG00000140090.18	solute carrier family 24 member 4	HGNC:10978
SLC24A5	ENSG00000188467.11	solute carrier family 24 member 5	HGNC:20611
SLC25A1	ENSG00000100075.10	solute carrier family 25 member 1	HGNC:10979
SLC25A10	ENSG00000183048.12	solute carrier family 25 member 10	HGNC:10980
SLC25A11	ENSG00000108528.14	solute carrier family 25 member 11	HGNC:10981
SLC25A12	ENSG00000115840.14	solute carrier family 25 member 12	HGNC:10982
SLC25A13	ENSG00000004864.14	solute carrier family 25 member 13	HGNC:10983
SLC25A14	ENSG00000102078.16	solute carrier family 25 member 14	HGNC:10984
SLC25A15	ENSG00000102743.15	solute carrier family 25 member 15	HGNC:10985
SLC25A16	ENSG00000122912.15	solute carrier family 25 member 16	HGNC:10986
SLC25A17	ENSG00000100372.15	solute carrier family 25 member 17	HGNC:10987
SLC25A18	ENSG00000182902.14	solute carrier family 25 member 18	HGNC:10988
SLC25A19	ENSG00000125454.12	solute carrier family 25 member 19	HGNC:14409
SLC25A2	ENSG00000120329.7	solute carrier family 25 member 2	HGNC:22921
SLC25A20	ENSG00000178537.10	solute carrier family 25 member 20	HGNC:1421
SLC25A21	ENSG00000183032.12	solute carrier family 25 member 21	HGNC:14411
SLC25A22	ENSG00000177542.11	solute carrier family 25 member 22	HGNC:19954
SLC25A23	ENSG00000125648.15	solute carrier family 25 member 23	HGNC:19375
SLC25A24	ENSG00000085491.17	solute carrier family 25 member 24	HGNC:20662
SLC25A25	ENSG00000148339.13	solute carrier family 25 member 25	HGNC:20663
SLC25A26	ENSG00000144741.19	solute carrier family 25 member 26	HGNC:20661
SLC25A27	ENSG00000153291.16	solute carrier family 25 member 27	HGNC:21065
SLC25A28	ENSG00000155287.11	solute carrier family 25 member 28	HGNC:23472
SLC25A29	ENSG00000197119.13	solute carrier family 25 member 29	HGNC:20116
SLC25A3	ENSG00000075415.15	solute carrier family 25 member 3	HGNC:10989
SLC25A30	ENSG00000174032.17	solute carrier family 25 member 30	HGNC:27371
SLC25A31	ENSG00000151475.6	solute carrier family 25 member 31	HGNC:25319
SLC25A32	ENSG00000164933.12	solute carrier family 25 member 32	HGNC:29683
SLC25A33	ENSG00000171612.7	solute carrier family 25 member 33	HGNC:29681
SLC25A34	ENSG00000162461.8	solute carrier family 25 member 34	HGNC:27653
SLC25A35	ENSG00000125434.11	solute carrier family 25 member 35	HGNC:31921
SLC25A36	ENSG00000114120.14	solute carrier family 25 member 36	HGNC:25554
SLC25A37	ENSG00000147454.14	solute carrier family 25 member 37	HGNC:29786
SLC25A38	ENSG00000144659.13	solute carrier family 25 member 38	HGNC:26054
SLC25A39	ENSG00000013306.16	solute carrier family 25 member 39	HGNC:24279
SLC25A4	ENSG00000151729.11	solute carrier family 25 member 4	HGNC:10990
SLC25A40	ENSG00000075303.13	solute carrier family 25 member 40	HGNC:29680
SLC25A41	ENSG00000181240.14	solute carrier family 25 member 41	HGNC:28533
SLC25A42	ENSG00000181035.14	solute carrier family 25 member 42	HGNC:28380
SLC25A43	ENSG00000077713.19	solute carrier family 25 member 43	HGNC:30557
SLC25A44	ENSG00000160785.14	solute carrier family 25 member 44	HGNC:29036
SLC25A45	ENSG00000162241.13	solute carrier family 25 member 45	HGNC:27442
SLC25A46	ENSG00000164209.17	solute carrier family 25 member 46	HGNC:25198
SLC25A47	ENSG00000140107.12	solute carrier family 25 member 47	HGNC:20115
SLC25A48	ENSG00000145832.15	solute carrier family 25 member 48	HGNC:30451
SLC25A5	ENSG00000005022.6	solute carrier family 25 member 5	HGNC:10991
SLC25A51	ENSG00000122696.14	solute carrier family 25 member 51	HGNC:23323
SLC25A52	ENSG00000141437.10	solute carrier family 25 member 52	HGNC:23324
SLC25A53	ENSG00000269743.3	solute carrier family 25 member 53	HGNC:31894
SLC25A6	ENSG00000169100.14	solute carrier family 25 member 6	HGNC:10992
SLC26A1	ENSG00000145217.14	solute carrier family 26 member 1	HGNC:10993
SLC26A11	ENSG00000181045.15	solute carrier family 26 member 11	HGNC:14471
SLC26A2	ENSG00000155850.9	solute carrier family 26 member 2	HGNC:10994
SLC26A3	ENSG00000091138.13	solute carrier family 26 member 3	HGNC:3018
SLC26A4	ENSG00000091137.14	solute carrier family 26 member 4	HGNC:8818
SLC26A5	ENSG00000170615.15	solute carrier family 26 member 5	HGNC:9359
SLC26A6	ENSG00000225697.13	solute carrier family 26 member 6	HGNC:14472
SLC26A7	ENSG00000147606.9	solute carrier family 26 member 7	HGNC:14467
SLC26A8	ENSG00000112053.14	solute carrier family 26 member 8	HGNC:14468
SLC26A9	ENSG00000174502.19	solute carrier family 26 member 9	HGNC:14469
SLC27A1	ENSG00000130304.17	solute carrier family 27 member 1	HGNC:10995
SLC27A2	ENSG00000140284.11	solute carrier family 27 member 2	HGNC:10996
SLC27A3	ENSG00000143554.14	solute carrier family 27 member 3	HGNC:10997
SLC27A4	ENSG00000167114.13	solute carrier family 27 member 4	HGNC:10998
SLC27A5	ENSG00000083807.10	solute carrier family 27 member 5	HGNC:10999
SLC27A6	ENSG00000113396.13	solute carrier family 27 member 6	HGNC:11000
SLC28A1	ENSG00000156222.12	solute carrier family 28 member 1	HGNC:11001
SLC28A2	ENSG00000137860.12	solute carrier family 28 member 2	HGNC:11002
SLC28A3	ENSG00000197506.8	solute carrier family 28 member 3	HGNC:16484
SLC29A1	ENSG00000112759.19	solute carrier family 29 member 1 (Augustine blood group)	HGNC:11003
SLC29A2	ENSG00000174669.12	solute carrier family 29 member 2	HGNC:11004
SLC29A3	ENSG00000198246.9	solute carrier family 29 member 3	HGNC:23096
SLC29A4	ENSG00000164638.11	solute carrier family 29 member 4	HGNC:23097
SLC2A1	ENSG00000117394.24	solute carrier family 2 member 1	HGNC:11005
SLC2A10	ENSG00000197496.6	solute carrier family 2 member 10	HGNC:13444
SLC2A11	ENSG00000133460.20	solute carrier family 2 member 11	HGNC:14239
SLC2A12	ENSG00000146411.6	solute carrier family 2 member 12	HGNC:18067
SLC2A13	ENSG00000151229.13	solute carrier family 2 member 13	HGNC:15956
SLC2A14	ENSG00000173262.12	solute carrier family 2 member 14	HGNC:18301
SLC2A2	ENSG00000163581.14	solute carrier family 2 member 2	HGNC:11006
SLC2A3	ENSG00000059804.16	solute carrier family 2 member 3	HGNC:11007
SLC2A4	ENSG00000181856.15	solute carrier family 2 member 4	HGNC:11009
SLC2A4RG	ENSG00000125520.14	SLC2A4 regulator	HGNC:15930
SLC2A5	ENSG00000142583.18	solute carrier family 2 member 5	HGNC:11010
SLC2A6	ENSG00000160326.14	solute carrier family 2 member 6	HGNC:11011
SLC2A7	ENSG00000197241.4	solute carrier family 2 member 7	HGNC:13445
SLC2A8	ENSG00000136856.18	solute carrier family 2 member 8	HGNC:13812
SLC2A9	ENSG00000109667.12	solute carrier family 2 member 9	HGNC:13446
SLC30A1	ENSG00000170385.10	solute carrier family 30 member 1	HGNC:11012
SLC30A10	ENSG00000196660.11	solute carrier family 30 member 10	HGNC:25355
SLC30A2	ENSG00000158014.15	solute carrier family 30 member 2	HGNC:11013
SLC30A3	ENSG00000115194.11	solute carrier family 30 member 3	HGNC:11014
SLC30A4	ENSG00000104154.7	solute carrier family 30 member 4	HGNC:11015
SLC30A5	ENSG00000145740.20	solute carrier family 30 member 5	HGNC:19089
SLC30A6	ENSG00000152683.14	solute carrier family 30 member 6	HGNC:19305
SLC30A7	ENSG00000162695.12	solute carrier family 30 member 7	HGNC:19306
SLC30A8	ENSG00000164756.13	solute carrier family 30 member 8	HGNC:20303
SLC30A9	ENSG00000014824.14	solute carrier family 30 member 9	HGNC:1329
SLC31A1	ENSG00000136868.11	solute carrier family 31 member 1	HGNC:11016
SLC31A2	ENSG00000136867.11	solute carrier family 31 member 2	HGNC:11017
SLC32A1	ENSG00000101438.4	solute carrier family 32 member 1	HGNC:11018
SLC33A1	ENSG00000169359.16	solute carrier family 33 member 1	HGNC:95
SLC34A1	ENSG00000131183.11	solute carrier family 34 member 1	HGNC:11019
SLC34A2	ENSG00000157765.13	solute carrier family 34 member 2	HGNC:11020
SLC34A3	ENSG00000198569.10	solute carrier family 34 member 3	HGNC:20305
SLC35A1	ENSG00000164414.19	solute carrier family 35 member A1	HGNC:11021
SLC35A2	ENSG00000102100.16	solute carrier family 35 member A2	HGNC:11022
SLC35A3	ENSG00000117620.15	solute carrier family 35 member A3	HGNC:11023
SLC35A4	ENSG00000176087.16	solute carrier family 35 member A4	HGNC:20753
SLC35A5	ENSG00000138459.9	solute carrier family 35 member A5	HGNC:20792
SLC35B1	ENSG00000121073.15	solute carrier family 35 member B1	HGNC:20798
SLC35B2	ENSG00000157593.19	solute carrier family 35 member B2	HGNC:16872
SLC35B3	ENSG00000124786.12	solute carrier family 35 member B3	HGNC:21601
SLC35B4	ENSG00000205060.11	solute carrier family 35 member B4	HGNC:20584
SLC35C1	ENSG00000181830.9	solute carrier family 35 member C1	HGNC:20197
SLC35C2	ENSG00000080189.15	solute carrier family 35 member C2	HGNC:17117
SLC35D1	ENSG00000116704.8	solute carrier family 35 member D1	HGNC:20800
SLC35D2	ENSG00000130958.13	solute carrier family 35 member D2	HGNC:20799
SLC35D3	ENSG00000182747.5	solute carrier family 35 member D3	HGNC:15621
SLC35E1	ENSG00000127526.15	solute carrier family 35 member E1	HGNC:20803
SLC35E2B	ENSG00000189339.12	solute carrier family 35 member E2B	HGNC:33941
SLC35E3	ENSG00000175782.11	solute carrier family 35 member E3	HGNC:20864
SLC35E4	ENSG00000100036.13	solute carrier family 35 member E4	HGNC:17058
SLC35F1	ENSG00000196376.11	solute carrier family 35 member F1	HGNC:21483
SLC35F2	ENSG00000110660.15	solute carrier family 35 member F2	HGNC:23615
SLC35F3	ENSG00000183780.13	solute carrier family 35 member F3	HGNC:23616
SLC35F4	ENSG00000151812.15	solute carrier family 35 member F4	HGNC:19845
SLC35F5	ENSG00000115084.15	solute carrier family 35 member F5	HGNC:23617
SLC35F6	ENSG00000213699.9	solute carrier family 35 member F6	HGNC:26055
SLC35G1	ENSG00000176273.15	solute carrier family 35 member G1	HGNC:26607
SLC35G2	ENSG00000168917.9	solute carrier family 35 member G2	HGNC:28480
SLC35G3	ENSG00000164729.8	solute carrier family 35 member G3	HGNC:26848
SLC35G4	ENSG00000236396.8	solute carrier family 35 member G4	HGNC:31043
SLC35G5	ENSG00000177710.6	solute carrier family 35 member G5	HGNC:15546
SLC35G6	ENSG00000259224.3	solute carrier family 35 member G6	HGNC:31351
SLC36A1	ENSG00000123643.13	solute carrier family 36 member 1	HGNC:18761
SLC36A2	ENSG00000186335.9	solute carrier family 36 member 2	HGNC:18762
SLC36A3	ENSG00000186334.10	solute carrier family 36 member 3	HGNC:19659
SLC36A4	ENSG00000180773.15	solute carrier family 36 member 4	HGNC:19660
SLC37A1	ENSG00000160190.14	solute carrier family 37 member 1	HGNC:11024
SLC37A2	ENSG00000134955.12	solute carrier family 37 member 2	HGNC:20644
SLC37A3	ENSG00000157800.18	solute carrier family 37 member 3	HGNC:20651
SLC37A4	ENSG00000137700.18	solute carrier family 37 member 4	HGNC:4061
SLC38A1	ENSG00000111371.16	solute carrier family 38 member 1	HGNC:13447
SLC38A10	ENSG00000157637.13	solute carrier family 38 member 10	HGNC:28237
SLC38A11	ENSG00000169507.10	solute carrier family 38 member 11	HGNC:26836
SLC38A2	ENSG00000134294.14	solute carrier family 38 member 2	HGNC:13448
SLC38A3	ENSG00000188338.15	solute carrier family 38 member 3	HGNC:18044
SLC38A4	ENSG00000139209.16	solute carrier family 38 member 4	HGNC:14679
SLC38A5	ENSG00000017483.16	solute carrier family 38 member 5	HGNC:18070
SLC38A6	ENSG00000139974.16	solute carrier family 38 member 6	HGNC:19863
SLC38A7	ENSG00000103042.9	solute carrier family 38 member 7	HGNC:25582
SLC38A8	ENSG00000166558.11	solute carrier family 38 member 8	HGNC:32434
SLC38A9	ENSG00000177058.12	solute carrier family 38 member 9	HGNC:26907
SLC39A1	ENSG00000143570.19	solute carrier family 39 member 1	HGNC:12876
SLC39A10	ENSG00000196950.14	solute carrier family 39 member 10	HGNC:20861
SLC39A11	ENSG00000133195.12	solute carrier family 39 member 11	HGNC:14463
SLC39A12	ENSG00000148482.12	solute carrier family 39 member 12	HGNC:20860
SLC39A13	ENSG00000165915.14	solute carrier family 39 member 13	HGNC:20859
SLC39A14	ENSG00000104635.15	solute carrier family 39 member 14	HGNC:20858
SLC39A2	ENSG00000165794.10	solute carrier family 39 member 2	HGNC:17127
SLC39A3	ENSG00000141873.11	solute carrier family 39 member 3	HGNC:17128
SLC39A4	ENSG00000147804.10	solute carrier family 39 member 4	HGNC:17129
SLC39A5	ENSG00000139540.12	solute carrier family 39 member 5	HGNC:20502
SLC39A6	ENSG00000141424.13	solute carrier family 39 member 6	HGNC:18607
SLC39A7	ENSG00000112473.18	solute carrier family 39 member 7	HGNC:4927
SLC39A8	ENSG00000138821.14	solute carrier family 39 member 8	HGNC:20862
SLC39A9	ENSG00000029364.12	solute carrier family 39 member 9	HGNC:20182
SLC3A1	ENSG00000138079.14	solute carrier family 3 member 1	HGNC:11025
SLC3A2	ENSG00000168003.18	solute carrier family 3 member 2	HGNC:11026
SLC40A1	ENSG00000138449.11	solute carrier family 40 member 1	HGNC:10909
SLC41A1	ENSG00000133065.11	solute carrier family 41 member 1	HGNC:19429
SLC41A2	ENSG00000136052.10	solute carrier family 41 member 2	HGNC:31045
SLC41A3	ENSG00000114544.17	solute carrier family 41 member 3	HGNC:31046
SLC43A1	ENSG00000149150.9	solute carrier family 43 member 1	HGNC:9225
SLC43A2	ENSG00000167703.15	solute carrier family 43 member 2	HGNC:23087
SLC43A3	ENSG00000134802.18	solute carrier family 43 member 3	HGNC:17466
SLC44A1	ENSG00000070214.16	solute carrier family 44 member 1	HGNC:18798
SLC44A2	ENSG00000129353.15	solute carrier family 44 member 2	HGNC:17292
SLC44A3	ENSG00000143036.17	solute carrier family 44 member 3	HGNC:28689
SLC44A4	ENSG00000204385.13	solute carrier family 44 member 4	HGNC:13941
SLC44A5	ENSG00000137968.17	solute carrier family 44 member 5	HGNC:28524
SLC45A1	ENSG00000162426.16	solute carrier family 45 member 1	HGNC:17939
SLC45A2	ENSG00000164175.15	solute carrier family 45 member 2	HGNC:16472
SLC45A3	ENSG00000158715.6	solute carrier family 45 member 3	HGNC:8642
SLC45A4	ENSG00000022567.10	solute carrier family 45 member 4	HGNC:29196
SLC46A1	ENSG00000076351.13	solute carrier family 46 member 1	HGNC:30521
SLC46A2	ENSG00000119457.8	solute carrier family 46 member 2	HGNC:16055
SLC46A3	ENSG00000139508.15	solute carrier family 46 member 3	HGNC:27501
SLC47A1	ENSG00000142494.13	solute carrier family 47 member 1	HGNC:25588
SLC47A2	ENSG00000180638.19	solute carrier family 47 member 2	HGNC:26439
SLC48A1	ENSG00000211584.14	solute carrier family 48 member 1	HGNC:26035
SLC49A3	ENSG00000169026.13	solute carrier family 49 member 3	HGNC:26177
SLC49A4	ENSG00000138463.9	solute carrier family 49 member 4	HGNC:16628
SLC4A1	ENSG00000004939.16	solute carrier family 4 member 1 (Diego blood group)	HGNC:11027
SLC4A10	ENSG00000144290.17	solute carrier family 4 member 10	HGNC:13811
SLC4A11	ENSG00000088836.14	solute carrier family 4 member 11	HGNC:16438
SLC4A1AP	ENSG00000163798.13	solute carrier family 4 member 1 adaptor protein	HGNC:13813
SLC4A2	ENSG00000164889.15	solute carrier family 4 member 2	HGNC:11028
SLC4A3	ENSG00000114923.17	solute carrier family 4 member 3	HGNC:11029
SLC4A4	ENSG00000080493.18	solute carrier family 4 member 4	HGNC:11030
SLC4A5	ENSG00000188687.17	solute carrier family 4 member 5	HGNC:18168
SLC4A7	ENSG00000033867.17	solute carrier family 4 member 7	HGNC:11033
SLC4A8	ENSG00000050438.17	solute carrier family 4 member 8	HGNC:11034
SLC4A9	ENSG00000113073.15	solute carrier family 4 member 9	HGNC:11035
SLC50A1	ENSG00000169241.19	solute carrier family 50 member 1	HGNC:30657
SLC51A	ENSG00000163959.10	solute carrier family 51 subunit alpha	HGNC:29955
SLC51B	ENSG00000186198.4	solute carrier family 51 subunit beta	HGNC:29956
SLC52A1	ENSG00000132517.15	solute carrier family 52 member 1	HGNC:30225
SLC52A2	ENSG00000185803.12	solute carrier family 52 member 2	HGNC:30224
SLC52A3	ENSG00000101276.18	solute carrier family 52 member 3	HGNC:16187
SLC5A1	ENSG00000100170.10	solute carrier family 5 member 1	HGNC:11036
SLC5A10	ENSG00000154025.16	solute carrier family 5 member 10	HGNC:23155
SLC5A11	ENSG00000158865.13	solute carrier family 5 member 11	HGNC:23091
SLC5A12	ENSG00000148942.15	solute carrier family 5 member 12	HGNC:28750
SLC5A2	ENSG00000140675.13	solute carrier family 5 member 2	HGNC:11037
SLC5A3	ENSG00000198743.7	solute carrier family 5 member 3	HGNC:11038
SLC5A4	ENSG00000100191.6	solute carrier family 5 member 4	HGNC:11039
SLC5A5	ENSG00000105641.4	solute carrier family 5 member 5	HGNC:11040
SLC5A6	ENSG00000138074.15	solute carrier family 5 member 6	HGNC:11041
SLC5A7	ENSG00000115665.9	solute carrier family 5 member 7	HGNC:14025
SLC5A8	ENSG00000256870.3	solute carrier family 5 member 8	HGNC:19119
SLC5A9	ENSG00000117834.13	solute carrier family 5 member 9	HGNC:22146
SLC66A1	ENSG00000040487.13	solute carrier family 66 member 1	HGNC:26001
SLC66A2	ENSG00000122490.19	solute carrier family 66 member 2	HGNC:26188
SLC66A3	ENSG00000162976.13	solute carrier family 66 member 3	HGNC:28503
SLC6A1	ENSG00000157103.12	solute carrier family 6 member 1	HGNC:11042
SLC6A11	ENSG00000132164.10	solute carrier family 6 member 11	HGNC:11044
SLC6A12	ENSG00000111181.13	solute carrier family 6 member 12	HGNC:11045
SLC6A13	ENSG00000010379.16	solute carrier family 6 member 13	HGNC:11046
SLC6A14	ENSG00000268104.3	solute carrier family 6 member 14	HGNC:11047
SLC6A15	ENSG00000072041.18	solute carrier family 6 member 15	HGNC:13621
SLC6A16	ENSG00000063127.16	solute carrier family 6 member 16	HGNC:13622
SLC6A17	ENSG00000197106.7	solute carrier family 6 member 17	HGNC:31399
SLC6A18	ENSG00000164363.10	solute carrier family 6 member 18	HGNC:26441
SLC6A19	ENSG00000174358.16	solute carrier family 6 member 19	HGNC:27960
SLC6A2	ENSG00000103546.19	solute carrier family 6 member 2	HGNC:11048
SLC6A20	ENSG00000163817.16	solute carrier family 6 member 20	HGNC:30927
SLC6A3	ENSG00000142319.18	solute carrier family 6 member 3	HGNC:11049
SLC6A4	ENSG00000108576.10	solute carrier family 6 member 4	HGNC:11050
SLC6A5	ENSG00000165970.12	solute carrier family 6 member 5	HGNC:11051
SLC6A6	ENSG00000131389.18	solute carrier family 6 member 6	HGNC:11052
SLC6A7	ENSG00000011083.9	solute carrier family 6 member 7	HGNC:11054
SLC6A8	ENSG00000130821.17	solute carrier family 6 member 8	HGNC:11055
SLC6A9	ENSG00000196517.13	solute carrier family 6 member 9	HGNC:11056
SLC7A1	ENSG00000139514.13	solute carrier family 7 member 1	HGNC:11057
SLC7A10	ENSG00000130876.11	solute carrier family 7 member 10	HGNC:11058
SLC7A11	ENSG00000151012.13	solute carrier family 7 member 11	HGNC:11059
SLC7A13	ENSG00000164893.9	solute carrier family 7 member 13	HGNC:23092
SLC7A14	ENSG00000013293.6	solute carrier family 7 member 14	HGNC:29326
SLC7A2	ENSG00000003989.18	solute carrier family 7 member 2	HGNC:11060
SLC7A3	ENSG00000165349.12	solute carrier family 7 member 3	HGNC:11061
SLC7A4	ENSG00000099960.13	solute carrier family 7 member 4	HGNC:11062
SLC7A5	ENSG00000103257.9	solute carrier family 7 member 5	HGNC:11063
SLC7A6	ENSG00000103064.15	solute carrier family 7 member 6	HGNC:11064
SLC7A6OS	ENSG00000103061.13	solute carrier family 7 member 6 opposite strand	HGNC:25807
SLC7A7	ENSG00000155465.20	solute carrier family 7 member 7	HGNC:11065
SLC7A8	ENSG00000092068.21	solute carrier family 7 member 8	HGNC:11066
SLC7A9	ENSG00000021488.13	solute carrier family 7 member 9	HGNC:11067
SLC8A1	ENSG00000183023.18	solute carrier family 8 member A1	HGNC:11068
SLC8A2	ENSG00000118160.14	solute carrier family 8 member A2	HGNC:11069
SLC8A3	ENSG00000100678.19	solute carrier family 8 member A3	HGNC:11070
SLC8B1	ENSG00000089060.12	solute carrier family 8 member B1	HGNC:26175
SLC9A1	ENSG00000090020.11	solute carrier family 9 member A1	HGNC:11071
SLC9A2	ENSG00000115616.3	solute carrier family 9 member A2	HGNC:11072
SLC9A3	ENSG00000066230.12	solute carrier family 9 member A3	HGNC:11073
SLC9A3R1	ENSG00000109062.12	SLC9A3 regulator 1	HGNC:11075
SLC9A3R2	ENSG00000065054.14	SLC9A3 regulator 2	HGNC:11076
SLC9A4	ENSG00000180251.5	solute carrier family 9 member A4	HGNC:11077
SLC9A5	ENSG00000135740.17	solute carrier family 9 member A5	HGNC:11078
SLC9A6	ENSG00000198689.13	solute carrier family 9 member A6	HGNC:11079
SLC9A7	ENSG00000065923.10	solute carrier family 9 member A7	HGNC:17123
SLC9A8	ENSG00000197818.12	solute carrier family 9 member A8	HGNC:20728
SLC9A9	ENSG00000181804.15	solute carrier family 9 member A9	HGNC:20653
SLC9B1	ENSG00000164037.17	solute carrier family 9 member B1	HGNC:24244
SLC9B2	ENSG00000164038.16	solute carrier family 9 member B2	HGNC:25143
SLC9C1	ENSG00000172139.15	solute carrier family 9 member C1	HGNC:31401
SLC9C2	ENSG00000162753.13	solute carrier family 9 member C2 (putative)	HGNC:28664
SLCO1A2	ENSG00000084453.17	solute carrier organic anion transporter family member 1A2	HGNC:10956
SLCO1B1	ENSG00000134538.3	solute carrier organic anion transporter family member 1B1	HGNC:10959
SLCO1B3	ENSG00000111700.13	solute carrier organic anion transporter family member 1B3	HGNC:10961
SLCO1B3-SLCO1B7	ENSG00000257046.5	SLCO1B3-SLCO1B7 readthrough	HGNC:54403
SLCO1C1	ENSG00000139155.9	solute carrier organic anion transporter family member 1C1	HGNC:13819
SLCO2A1	ENSG00000174640.15	solute carrier organic anion transporter family member 2A1	HGNC:10955
SLCO2B1	ENSG00000137491.15	solute carrier organic anion transporter family member 2B1	HGNC:10962
SLCO3A1	ENSG00000176463.14	solute carrier organic anion transporter family member 3A1	HGNC:10952
SLCO4A1	ENSG00000101187.16	solute carrier organic anion transporter family member 4A1	HGNC:10953
SLCO4C1	ENSG00000173930.9	solute carrier organic anion transporter family member 4C1	HGNC:23612
SLCO5A1	ENSG00000137571.11	solute carrier organic anion transporter family member 5A1	HGNC:19046
SLCO6A1	ENSG00000205359.10	solute carrier organic anion transporter family member 6A1	HGNC:23613
SLF1	ENSG00000133302.13	SMC5-SMC6 complex localization factor 1	HGNC:25408
SLF2	ENSG00000119906.13	SMC5-SMC6 complex localization factor 2	HGNC:17814
SLFN11	ENSG00000172716.17	schlafen family member 11	HGNC:26633
SLFN12	ENSG00000172123.13	schlafen family member 12	HGNC:25500
SLFN12L	ENSG00000205045.12	schlafen family member 12 like	HGNC:33920
SLFN13	ENSG00000154760.14	schlafen family member 13	HGNC:26481
SLFN14	ENSG00000236320.4	schlafen family member 14	HGNC:32689
SLFN5	ENSG00000166750.10	schlafen family member 5	HGNC:28286
SLFNL1	ENSG00000171790.16	schlafen like 1	HGNC:26313
SLIRP	ENSG00000119705.10	SRA stem-loop interacting RNA binding protein	HGNC:20495
SLIT1	ENSG00000187122.17	slit guidance ligand 1	HGNC:11085
SLIT2	ENSG00000145147.20	slit guidance ligand 2	HGNC:11086
SLIT3	ENSG00000184347.15	slit guidance ligand 3	HGNC:11087
SLITRK1	ENSG00000178235.8	SLIT and NTRK like family member 1	HGNC:20297
SLITRK2	ENSG00000185985.11	SLIT and NTRK like family member 2	HGNC:13449
SLITRK3	ENSG00000121871.4	SLIT and NTRK like family member 3	HGNC:23501
SLITRK4	ENSG00000179542.16	SLIT and NTRK like family member 4	HGNC:23502
SLITRK5	ENSG00000165300.8	SLIT and NTRK like family member 5	HGNC:20295
SLITRK6	ENSG00000184564.11	SLIT and NTRK like family member 6	HGNC:23503
SLK	ENSG00000065613.15	STE20 like kinase	HGNC:11088
SLMAP	ENSG00000163681.16	sarcolemma associated protein	HGNC:16643
SLN	ENSG00000170290.4	sarcolipin	HGNC:11089
SLPI	ENSG00000124107.5	secretory leukocyte peptidase inhibitor	HGNC:11092
SLTM	ENSG00000137776.17	SAFB like transcription modulator	HGNC:20709
SLU7	ENSG00000164609.10	SLU7 homolog, splicing factor	HGNC:16939
SLURP1	ENSG00000126233.2	secreted LY6/PLAUR domain containing 1	HGNC:18746
SLURP2	ENSG00000283992.2	secreted LY6/PLAUR domain containing 2	HGNC:25549
SLX1A	ENSG00000132207.18	SLX1 homolog A, structure-specific endonuclease subunit	HGNC:20922
SLX1B	ENSG00000181625.17	SLX1 homolog B, structure-specific endonuclease subunit	HGNC:28748
SLX4	ENSG00000188827.11	SLX4 structure-specific endonuclease subunit	HGNC:23845
SLX4IP	ENSG00000149346.15	SLX4 interacting protein	HGNC:16225
SLX9	ENSG00000160256.13	SLX9 ribosome biogenesis factor	HGNC:15811
SMAD1	ENSG00000170365.10	SMAD family member 1	HGNC:6767
SMAD2	ENSG00000175387.16	SMAD family member 2	HGNC:6768
SMAD3	ENSG00000166949.17	SMAD family member 3	HGNC:6769
SMAD4	ENSG00000141646.15	SMAD family member 4	HGNC:6770
SMAD5	ENSG00000113658.18	SMAD family member 5	HGNC:6771
SMAD6	ENSG00000137834.15	SMAD family member 6	HGNC:6772
SMAD7	ENSG00000101665.10	SMAD family member 7	HGNC:6773
SMAD9	ENSG00000120693.14	SMAD family member 9	HGNC:6774
SMAGP	ENSG00000170545.17	small cell adhesion glycoprotein	HGNC:26918
SMAP1	ENSG00000112305.15	small ArfGAP 1	HGNC:19651
SMAP2	ENSG00000084070.12	small ArfGAP2	HGNC:25082
SMARCA1	ENSG00000102038.16	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	HGNC:11097
SMARCA2	ENSG00000080503.24	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	HGNC:11098
