row	symbol	prevSymbols	synonyms	name	refSeqName	hgnc_id
1988	SEMA3B	SEMAA	SEMA,SEMAV,LUCA-1,SEMA5	semaphorin 3B	SEMA3B	HGNC:10724
1989	TNFAIP3	NA	A20,OTUD7C	TNF alpha induced protein 3	TNFAIP3	HGNC:11896
1990	SP110	IFI41,IFI75	NA	SP110 nuclear body protein	SP110	HGNC:5401
1991	CCNB1	CCNB	NA	cyclin B1	CCNB1	HGNC:1579
1992	TNFRSF14	NA	HVEM,ATAR,TR2,LIGHTR,HVEA,CD270	TNF receptor superfamily member 14	TNFRSF14	HGNC:11912
1993	AIFM2	AMID	FLJ14497,PRG3	apoptosis inducing factor, mitochondria associated 2	AIFM2	HGNC:21411
1994	PACSIN2	NA	SDPII	protein kinase C and casein kinase substrate in neurons 2	PACSIN2	HGNC:8571
1995	RECQL4	NA	RECQ4	RecQ like helicase 4	RECQL4	HGNC:9949
1996	KMT2C	MLL3	KIAA1506,HALR	lysine methyltransferase 2C	KMT2C	HGNC:13726
1997	NCOR2	NA	SMRT,SMRTE,TRAC-1,CTG26,TNRC14	nuclear receptor corepressor 2	NCOR2	HGNC:7673
1998	MARS	NA	METRS,SPG70,CMT2U	methionyl-tRNA synthetase	MARS	HGNC:6898
1999	TBX2	NA	NA	T-box 2	TBX2	HGNC:11597
2000	GEN1	NA	FLJ40869,GEN	GEN1, Holliday junction 5' flap endonuclease	GEN1	HGNC:26881
2001	LMF1	C16ORF26,TMEM112	FLJ12681,JFP11,FLJ22302,TMEM112A	lipase maturation factor 1	LMF1	HGNC:14154
2002	MAPKAPK2	NA	NA	mitogen-activated protein kinase-activated protein kinase 2	MAPKAPK2	HGNC:6887
2003	HIC1	NA	ZBTB29,ZNF901	HIC ZBTB transcriptional repressor 1	HIC1	HGNC:4909
2004	TCF7L2	TCF4	TCF-4	transcription factor 7 like 2	TCF7L2	HGNC:11641
2005	MYD88	NA	NA	myeloid differentiation primary response 88	MYD88	HGNC:7562
2006	CITED2	NA	MRG1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	CITED2	HGNC:1987
2007	ASPM	MCPH5	CALMBP1,ASP,FLJ10517,FLJ10549	abnormal spindle microtubule assembly	ASPM	HGNC:19048
2008	USP39	NA	SAD1,CGI-21,SNRNP65	ubiquitin specific peptidase 39	USP39	HGNC:20071
2009	MAPK4	PRKM4	ERK3-RELATED,ERK4	mitogen-activated protein kinase 4	MAPK4	HGNC:6878
2010	PTPRG	PTPG	RPTPG	protein tyrosine phosphatase, receptor type G	PTPRG	HGNC:9671
2011	TAGLN	NA	SM22,WS3-10,TAGLN1,SMCC,DKFZP686P11128	transgelin	TAGLN	HGNC:11553
2012	SLC29A1	ENT1	NA	solute carrier family 29 member 1 (Augustine blood group)	SLC29A1	HGNC:11003
2013	RAB5C	RABL	RAB5CL	RAB5C, member RAS oncogene family	RAB5C	HGNC:9785
2014	DAB2IP	NA	AF9Q34,DIP1/2,KIAA1743,AIP1	DAB2 interacting protein	DAB2IP	HGNC:17294
2015	TRB	TCRB,TRB@	NA	T cell receptor beta locus	NA	HGNC:12155
2016	SCARB1	CD36L1	SRB1,CLA-1,CLA1,SR-BI	scavenger receptor class B member 1	SCARB1	HGNC:1664
2017	PIM3	NA	NA	Pim-3 proto-oncogene, serine/threonine kinase	PIM3	HGNC:19310
2018	PTPRH	NA	SAP-1	protein tyrosine phosphatase, receptor type H	PTPRH	HGNC:9672
2019	ERBB3	LCCS2	HER3	erb-b2 receptor tyrosine kinase 3	ERBB3	HGNC:3431
2020	SDHB	SDH1,SDH	NA	succinate dehydrogenase complex iron sulfur subunit B	SDHB	HGNC:10681
2021	DLEU1	DLB1,BCMS	LEU1,XTP6,NCRNA00021,LINC00021,BCMS1	deleted in lymphocytic leukemia 1 (non-protein coding)	DLEU1	HGNC:13747
2022	PCDHB7	NA	PCDH-BETA7	protocadherin beta 7	PCDHB7	HGNC:8692
2023	SP140	NA	LYSP100-B,LYSP100-A	SP140 nuclear body protein	SP140	HGNC:17133
2024	CCND2-AS1	CCND2-AS2	NA	CCND2 antisense RNA 1	CCND2-AS1	HGNC:49398
2025	PBX3	NA	NA	PBX homeobox 3	PBX3	HGNC:8634
2026	DLEU2	DLB2,BCMSUN,RFP2OS	LEU2,TRIM13OS,NCRNA00022,LINC00022,MIR15AHG	deleted in lymphocytic leukemia 2 (non-protein coding)	DLEU2	HGNC:13748
2027	TEC	NA	PSCTK4	tec protein tyrosine kinase	TEC	HGNC:11719
2028	NAMPT	PBEF1	PBEF	nicotinamide phosphoribosyltransferase	NAMPT	HGNC:30092
2029	MED28	NA	EG1,DKFZP434N185,MAGICIN	mediator complex subunit 28	MED28	HGNC:24628
2030	CD59	MIC11,MIN1,MSK21,MIN2,MIN3	16.3A5,EJ16,EJ30,EL32,G344,P18-20	CD59 molecule (CD59 blood group)	CD59	HGNC:1689
2031	CLEC1B	NA	CLEC2	C-type lectin domain family 1 member B	CLEC1B	HGNC:24356
2032	S100A4	MTS1,CAPL	P9KA,18A2,PEL98,42A,FSP1	S100 calcium binding protein A4	S100A4	HGNC:10494
2033	IRS2	NA	NA	insulin receptor substrate 2	IRS2	HGNC:6126
2034	TPBG	NA	5T4-AG,5T4	trophoblast glycoprotein	TPBG	HGNC:12004
2035	MARCKS	MACS	PKCSL,80K-L	myristoylated alanine rich protein kinase C substrate	MARCKS	HGNC:6759
2036	SLC1A5	RDRC,M7V1	AAAT,ASCT2	solute carrier family 1 member 5	SLC1A5	HGNC:10943
2037	DDC	NA	AADC	dopa decarboxylase	DDC	HGNC:2719
2038	AAMP	NA	NA	angio associated migratory cell protein	AAMP	HGNC:18
2039	MYLK	NA	MLCK,SMMLCK,MYLK1,MLCK1	myosin light chain kinase	MYLK	HGNC:7590
2040	ABCC10	NA	EST182763,MRP7,SIMRP7	ATP binding cassette subfamily C member 10	ABCC10	HGNC:52
2041	ABCC11	NA	MRP8	ATP binding cassette subfamily C member 11	ABCC11	HGNC:14639
2042	CX3CL1	SCYD1	NTN,C3XKINE,ABCD-3,CXC3C,CXC3,FRACTALKINE,NEUROTACTIN	C-X3-C motif chemokine ligand 1	CX3CL1	HGNC:10647
2043	FOXF1	FKHL5	FREAC1	forkhead box F1	FOXF1	HGNC:3809
2044	ACHE	YT	NA	acetylcholinesterase (Cartwright blood group)	ACHE	HGNC:108
2045	ACLY	NA	ATPCL,CLATP,ACL	ATP citrate lyase	ACLY	HGNC:115
2046	ACTN4	FSGS1	NA	actinin alpha 4	ACTN4	HGNC:166
2047	ACVR1	ACVRLK2	SKR1,ALK2,ACVR1A	activin A receptor type 1	ACVR1	HGNC:171
2048	ACVRL1	ACVRLK1,ORW2	HHT2,ALK1,HHT	activin A receptor like type 1	ACVRL1	HGNC:175
2049	ADAM10	NA	KUZ,MADM,HST18717,CD156C	ADAM metallopeptidase domain 10	ADAM10	HGNC:188
2050	NR5A1	FTZF1	FTZ1,SF-1,ELP,AD4BP,HSF-1,SF1	nuclear receptor subfamily 5 group A member 1	NR5A1	HGNC:7983
2051	DPP4	CD26,ADCP2	DPPIV	dipeptidyl peptidase 4	DPP4	HGNC:3009
2052	ADAM17	TACE	CSVP,CD156B	ADAM metallopeptidase domain 17	ADAM17	HGNC:195
2053	ADAMTS12	NA	NA	ADAM metallopeptidase with thrombospondin type 1 motif 12	ADAMTS12	HGNC:14605
2054	ADAMTS9	NA	KIAA1312	ADAM metallopeptidase with thrombospondin type 1 motif 9	ADAMTS9	HGNC:13202
2055	FBLN5	NA	EVEC,UP50,DANCE,ARMD3	fibulin 5	FBLN5	HGNC:3602
2056	ADCYAP1	NA	PACAP	adenylate cyclase activating polypeptide 1	ADCYAP1	HGNC:241
2057	SSX2IP	NA	HMSD1	SSX family member 2 interacting protein	SSX2IP	HGNC:16509
2058	ADRB2	ADRB2R	ADRBR,BAR,B2AR	adrenoceptor beta 2	ADRB2	HGNC:286
2059	AFAP1L2	KIAA1914	FLJ14564,EM:AC005383.4,XB130	actin filament associated protein 1 like 2	AFAP1L2	HGNC:25901
2060	AFP	HPAFP	FETA	alpha fetoprotein	AFP	HGNC:317
2061	BLNK	NA	SLP65,LY57,SLP-65,BLNK-S,BASH,BCA	B cell linker	BLNK	HGNC:14211
2062	NR0B1	AHC,DSS	DAX1,AHCH	nuclear receptor subfamily 0 group B member 1	NR0B1	HGNC:7960
2063	FKBP5	NA	FKBP51,FKBP54,PPIASE,P54,PTG-10	FK506 binding protein 5	FKBP5	HGNC:3721
2064	AURKB	STK12	AIK2,IPL1,AURB,AIM-1,ARK2,STK5,PPP1R48	aurora kinase B	AURKB	HGNC:11390
2065	AIP	NA	XAP2,ARA9,FKBP16	aryl hydrocarbon receptor interacting protein	AIP	HGNC:358
2066	TP63	TP73L,TP53L,TP53CP	P51,SHFM4,EEC3,P63,P73L,OFC8,KET,P73H,NBP,P53CP	tumor protein p63	TP63	HGNC:15979
2067	AKT1S1	NA	PRAS40,MGC2865,LOBE	AKT1 substrate 1	AKT1S1	HGNC:28426
2068	ALCAM	NA	CD166,MEMD	activated leukocyte cell adhesion molecule	ALCAM	HGNC:400
2069	SLPI	NA	HUSI-I,ALK1,ALP,BLPI,HUSI,WAP4,WFDC4	secretory leukocyte peptidase inhibitor	SLPI	HGNC:11092
2070	VCP	NA	IBMPFD,P97,CDC48,TERA	valosin containing protein	VCP	HGNC:12666
2071	ASAP1	DDEF1	PAP,KIAA1249,ZG14P,CENTB4	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	ASAP1	HGNC:2720
2072	AMBN	NA	NA	ameloblastin	AMBN	HGNC:452
2073	ANKHD1	NA	MASK,FLJ20288,FLJ11979,FLJ10042,FLJ14127,KIAA1085,MASK1	ankyrin repeat and KH domain containing 1	ANKHD1	HGNC:24714
2074	PRDX4	NA	AOE37-2	peroxiredoxin 4	PRDX4	HGNC:17169
2075	LIPE	NA	HSL	lipase E, hormone sensitive type	LIPE	HGNC:6621
2076	TFAP2C	NA	AP2-GAMMA,ERF1,TFAP2G,HAP-2G	transcription factor AP-2 gamma	TFAP2C	HGNC:11744
2077	ENOX2	COVA1	APK1,TNOX	ecto-NOX disulfide-thiol exchanger 2	ENOX2	HGNC:2259
2078	AQP4	NA	MIWC	aquaporin 4	AQP4	HGNC:637
2079	FOXC1	FKHL7,IRID1	FREAC3,ARA,IGDA,IHG1	forkhead box C1	FOXC1	HGNC:3800
2080	PPP1R8	NA	ARD-1,NIPP-1,PRO2047,ARD1,NIPP1	protein phosphatase 1 regulatory subunit 8	PPP1R8	HGNC:9296
2081	RND3	ARHE	RHOE,RHO8	Rho family GTPase 3	RND3	HGNC:671
2082	ARHGAP21	NA	KIAA1424,ARHGAP10	Rho GTPase activating protein 21	ARHGAP21	HGNC:23725
2083	ARID5B	NA	FLJ21150,MRF2	AT-rich interaction domain 5B	ARID5B	HGNC:17362
2084	PRKN	PARK2	PDJ,AR-JP,PARKIN	parkin RBR E3 ubiquitin protein ligase	PARK2	HGNC:8607
2085	NUAK1	NA	ARK5,KIAA0537,NUAK1	NUAK family kinase 1	NUAK1	HGNC:14311
2086	PYCARD	NA	TMS-1,CARD5,ASC	PYD and CARD domain containing	PYCARD	HGNC:16608
2087	ATMIN	NA	ASCIZ,KIAA0431,ZNF822	ATM interactor	ATMIN	HGNC:29034
2088	SRSF1	SFRS1	ASF,SF2,SRP30A,SF2P33,MGC5228	serine and arginine rich splicing factor 1	SRSF1	HGNC:10780
2089	ASH2L	ASH2L1	ASH2L2,ASH2,BRE2	ASH2 like, histone lysine methyltransferase complex subunit	ASH2L	HGNC:744
2090	ATG2B	C14ORF103	FLJ10242	autophagy related 2B	ATG2B	HGNC:20187
2091	SOCS3	NA	SSI-3,CIS3,SOCS-3,CISH3	suppressor of cytokine signaling 3	SOCS3	HGNC:19391
2092	ATP2B4	ATP2B2,MXRA1	PMCA4	ATPase plasma membrane Ca2+ transporting 4	ATP2B4	HGNC:817
2093	ATP5F1B	ATPSB,ATP5B	NA	ATP synthase F1 subunit beta	ATP5B	HGNC:830
2094	AUTS2	NA	KIAA0442,FBRSL2	AUTS2, activator of transcription and developmental regulator	AUTS2	HGNC:14262
2095	AVEN	NA	PDCD12	apoptosis and caspase activation inhibitor	AVEN	HGNC:13509
2096	NME1	NA	NM23,NM23-H1,NDPKA	NME/NM23 nucleoside diphosphate kinase 1	NME1	HGNC:7849
2097	TACC2	NA	AZU-1	transforming acidic coiled-coil containing protein 2	TACC2	HGNC:11523
2098	NDUFA13	NA	CGI-39,CDA016,GRIM-19,GRIM19,B16.6	NADH:ubiquinone oxidoreductase subunit A13	NDUFA13	HGNC:17194
2100	NR1H4	NA	FXR,RIP14,HRR1,HRR-1	nuclear receptor subfamily 1 group H member 4	NR1H4	HGNC:7967
2101	SPARC	ON	NA	secreted protein acidic and cysteine rich	SPARC	HGNC:11219
2102	EHMT2	C6ORF30,BAT8	G9A,EM:AF134726.3,NG36/G9A,KMT1C	euchromatic histone lysine methyltransferase 2	EHMT2	HGNC:14129
2103	SLC19A3	NA	THTR2	solute carrier family 19 member 3	SLC19A3	HGNC:16266
2104	MYO1A	MYHL,DFNA48	NA	myosin IA	MYO1A	HGNC:7595
2105	BCAR1	NA	P130CAS,CRKAS,CAS,CASS1	BCAR1, Cas family scaffold protein	BCAR1	HGNC:971
2106	BCL2L14	NA	BCLG,BCL-G	BCL2 like 14	BCL2L14	HGNC:16657
2107	BCL2L15	C1ORF178	BFK,FLJ22588	BCL2 like 15	BCL2L15	HGNC:33624
2108	BCLAF1	NA	KIAA0164,BTF	BCL2 associated transcription factor 1	BCLAF1	HGNC:16863
2109	LDOC1	BCUR1	MAR7,MART7,SIRH7,RTL7	LDOC1, regulator of NFKB signaling	LDOC1	HGNC:6548
2110	OSGIN1	NA	BDGI,OKL38	oxidative stress induced growth inhibitor 1	OSGIN1	HGNC:30093
2111	NACC1	BTBD14B	NAC1,NAC-1,BEND8,BTBD30	nucleus accumbens associated 1	NACC1	HGNC:20967
2112	BEX2	NA	DJ79P11.1	brain expressed X-linked 2	BEX2	HGNC:30933
2113	BEX1	NA	NA	brain expressed X-linked 1	BEX1	HGNC:1036
2114	OCA2	D15S12,P,EYCL3,EYCL2	BEY2,EYCL,BEY,BEY1	OCA2 melanosomal transmembrane protein	OCA2	HGNC:8101
2115	FABP7	NA	B-FABP,BLBP	fatty acid binding protein 7	FABP7	HGNC:3562
2116	HRK	NA	DP5	harakiri, BCL2 interacting protein	HRK	HGNC:5185
2117	CARD10	NA	CARMA3,BIMP1	caspase recruitment domain family member 10	CARD10	HGNC:16422
2118	ZMYND10	NA	BLU,CILD22	zinc finger MYND-type containing 10	ZMYND10	HGNC:19412
2119	BMP4	BMP2B	NA	bone morphogenetic protein 4	BMP4	HGNC:1071
2120	BNIP3L	NA	NIX,BNIP3A	BCL2 interacting protein 3 like	BNIP3L	HGNC:1085
2121	RANBP9	NA	RANBPM	RAN binding protein 9	RANBP9	HGNC:13727
2122	PTK6	NA	BRK	protein tyrosine kinase 6	PTK6	HGNC:9617
2123	POU3F2	OTF7	POUF3,BRN2,OCT7	POU class 3 homeobox 2	POU3F2	HGNC:9215
2124	GRHL2	DFNA28,TFCP2L3	FLJ13782,BOM	grainyhead like transcription factor 2	GRHL2	HGNC:2799
2125	CELF2	CUGBP2	ETR-3,NAPOR-2,BRUNOL3	CUGBP Elav-like family member 2	CELF2	HGNC:2550
2126	BYSL	NA	ENP1	bystin like	BYSL	HGNC:1157
2127	FAM107B	C10ORF45	FLJ45505,MGC11034,HITS	family with sequence similarity 107 member B	FAM107B	HGNC:23726
2128	TIGAR	C12ORF5	NA	TP53 induced glycolysis regulatory phosphatase	TIGAR	HGNC:1185
2129	GSKIP	C14ORF129	NA	GSK3B interacting protein	GSKIP	HGNC:20343
2130	USB1	C16ORF57	FLJ13154,HVSL1,MPN1	U6 snRNA biogenesis phosphodiesterase 1	USB1	HGNC:25792
2131	MIEN1	C17ORF37	MGC14832,ORB3,XTP4,C35,RDX12	migration and invasion enhancer 1	MIEN1	HGNC:28230
2132	STMN1	LAP18,C1ORF215	SMN,OP18,PR22,PP19,PP17,LAG,FLJ32206	stathmin 1	STMN1	HGNC:6510
2133	SRXN1	C20ORF139	NPN3,SRX1,YKL086W,DJ850E9.2	sulfiredoxin 1	SRXN1	HGNC:16132
2134	TPX2	C20ORF2,C20ORF1	P100,DIL-2	TPX2, microtubule nucleation factor	TPX2	HGNC:1249
2135	GCFC2	TCF9,C2ORF3	DNABF,GCF	GC-rich sequence DNA-binding factor 2	GCFC2	HGNC:1317
2136	CTDSPL	C3ORF8	HYA22,SCP3,PSR1,RBSP3	CTD small phosphatase like	CTDSPL	HGNC:16890
2137	CHST11	NA	C4ST1,C4ST-1,C4ST,HSA269537	carbohydrate sulfotransferase 11	CHST11	HGNC:17422
2138	CENPW	C6ORF173	CUG2	centromere protein W	CENPW	HGNC:21488
2139	PDSS2	C6ORF210	BA59I9.3	decaprenyl diphosphate synthase subunit 2	PDSS2	HGNC:23041
2140	TRIB1	NA	C8FW,GIG2,TRB1	tribbles pseudokinase 1	TRIB1	HGNC:16891
2141	CADM4	IGSF4C	TSLL2,NECL-4,SYNCAM4	cell adhesion molecule 4	CADM4	HGNC:30825
2142	EEF2K	NA	EEF-2K	eukaryotic elongation factor 2 kinase	EEF2K	HGNC:24615
2143	CALR	NA	RO,SSA,CC1QR,CRT,FLJ26680	calreticulin	CALR	HGNC:1455
2144	S100A2	S100L	CAN19	S100 calcium binding protein A2	S100A2	HGNC:10492
2145	IL17F	NA	IL-17F,ML-1,ML1	interleukin 17F	IL17F	HGNC:16404
2146	PARK7	NA	DJ-1,DJ1,GATD2	Parkinsonism associated deglycase	PARK7	HGNC:16369
2147	PRSS8	NA	NA	serine protease 8	PRSS8	HGNC:9491
2148	CASR	HHC,HHC1	FHH,NSHPT,GPRC2A	calcium sensing receptor	CASR	HGNC:1514
2149	CARTPT	NA	CART	CART prepropeptide	CARTPT	HGNC:24323
2150	CASZ1	NA	FLJ20321,ZNF693,CASTOR,CST,SRG	castor zinc finger 1	CASZ1	HGNC:26002
2151	TYRP1	TYRP,CAS2	GP75,CATB,TRP,B-PROTEIN,OCA3	tyrosinase related protein 1	TYRP1	HGNC:12450
2152	CASP7	NA	MCH3,CMH-1,ICE-LAP3	caspase 7	CASP7	HGNC:1508
2153	CASP8AP2	NA	FLASH,CED-4,RIP25,FLJ11208,KIAA1315	caspase 8 associated protein 2	CASP8AP2	HGNC:1510
2154	PIMREG	FAM64A	FLJ10156,FLJ10491,CATS,RCS1	PICALM interacting mitotic regulator	FAM64A	HGNC:25483
2155	CBX7	NA	NA	chromobox 7	CBX7	HGNC:1557
2156	CEBPE	NA	CRP1	CCAAT enhancer binding protein epsilon	CEBPE	HGNC:1836
2157	CXCR1	CMKAR1,IL8RA	CKR-1,CDW128A,CD181	C-X-C motif chemokine receptor 1	CXCR1	HGNC:6026
2158	CCAR2	KIAA1967	DBC-1,DBC1,NET35	cell cycle and apoptosis regulator 2	CCAR2	HGNC:23360
2159	CCR2	CMKBR2	CC-CKR-2,CKR2,MCP-1-R,CD192,FLJ78302	C-C motif chemokine receptor 2	CCR2	HGNC:1603
2160	PDCD10	CCM3	TFAR15	programmed cell death 10	PDCD10	HGNC:8761
2161	CCNA1	NA	CT146	cyclin A1	CCNA1	HGNC:1577
2162	ENG	ORW1,ORW	END,HHT1,CD105	endoglin	ENG	HGNC:3349
2163	IL7R	NA	CD127	interleukin 7 receptor	IL7R	HGNC:6024
2164	MCAM	NA	MUC18,CD146	melanoma cell adhesion molecule	MCAM	HGNC:6934
2165	FCER2	CD23A,FCE2	CLEC4J,CD23	Fc fragment of IgE receptor II	FCER2	HGNC:3612
2166	SIVA1	NA	SIVA,SIVA-1,SIVA-2,CD27BP	SIVA1 apoptosis inducing factor	SIVA1	HGNC:17712
2167	CD2AP	NA	CMS	CD2 associated protein	CD2AP	HGNC:14258
2168	CDCP1	NA	CD318,SIMA135	CUB domain containing protein 1	CDCP1	HGNC:24357
2169	NCR2	LY95	NK-P44,CD336	natural cytotoxicity triggering receptor 2	NCR2	HGNC:6732
2170	FZD4	EVR1	CD344	frizzled class receptor 4	FZD4	HGNC:4042
2171	CD38	NA	NA	CD38 molecule	CD38	HGNC:1667
2172	ITGA1	NA	VLA1,CD49A	integrin subunit alpha 1	ITGA1	HGNC:6134
2173	ITGA6	NA	CD49F	integrin subunit alpha 6	ITGA6	HGNC:6142
2174	CEACAM5	CEA	CD66E	carcinoembryonic antigen related cell adhesion molecule 5	CEACAM5	HGNC:1817
2175	NT5E	NT5	CD73,EN,ENT,CALJA	5'-nucleotidase ecto	NT5E	HGNC:8021
2176	SEPT7	CDC10	CDC3,SEPT7A	septin 7	SEPT7	HGNC:1717
2177	CDH17	NA	HPT-1,CADHERIN	cadherin 17	CDH17	HGNC:1756
2178	CDH3	NA	CDHP,PCAD	cadherin 3	CDH3	HGNC:1762
2179	CEMIP	KIAA1199	IR2155535,TMEM2L,HYBID	cell migration inducing hyaluronidase 1	CEMIP	HGNC:29213
2180	CEP57	NA	TRANSLOKIN,TSP57,KIAA0092	centrosomal protein 57	CEP57	HGNC:30794
2181	CLDN7	CEPTRL2,CPETRL2	HS.84359	claudin 7	CLDN7	HGNC:2049
2182	THRB	ERBA2,PRTH	THRB1,THRB2,NR1A2,THR1,ERBA-BETA,GRTH	thyroid hormone receptor beta	THRB	HGNC:11799
2183	CXXC5	NA	HSPC195,RINF,WID	CXXC finger protein 5	CXXC5	HGNC:26943
2184	CFAP99	NA	NA	cilia and flagella associated protein 99	CFAP99	HGNC:51180
2185	YPEL5	NA	CGI-127	yippee like 5	YPEL5	HGNC:18329
2186	CHD6	NA	KIAA1335,FLJ22369,DJ620E11.1,CHD5,RIGB	chromodomain helicase DNA binding protein 6	CHD6	HGNC:19057
2187	SOCS6	SOCS4	CIS4,SSI4,HSPC060,STATI4,STAI4,CISH4	suppressor of cytokine signaling 6	SOCS6	HGNC:16833
2188	DUSP1	PTPN10	HVH1,CL100,MKP-1	dual specificity phosphatase 1	DUSP1	HGNC:3064
2189	MICA	NA	PERB11.1	MHC class I polypeptide-related sequence A	MICA	HGNC:7090
2190	CLDN10	NA	OSP-L,CPETRL3	claudin 10	CLDN10	HGNC:2033
2191	CLDN6	NA	NA	claudin 6	CLDN6	HGNC:2048
2192	CLDN9	NA	NA	claudin 9	CLDN9	HGNC:2051
2193	CLIC1	NA	NCC27,P64CLCP,G6	chloride intracellular channel 1	CLIC1	HGNC:2062
2194	CLSPN	NA	NA	claspin	CLSPN	HGNC:19715
2195	TYR	NA	OCAIA,OCA1A,OCA1	tyrosinase	TYR	HGNC:12442
2196	HSPB8	NA	H11,E2IG1,HSP22,HSPB8,CMT2L	heat shock protein family B (small) member 8	HSPB8	HGNC:30171
2197	CPEB4	NA	KIAA1673	cytoplasmic polyadenylation element binding protein 4	CPEB4	HGNC:21747
2198	POU1F1	PIT1	GHF-1,POU1F1A,PIT-1	POU class 1 homeobox 1	POU1F1	HGNC:9210
2199	CPM	NA	NA	carboxypeptidase M	CPM	HGNC:2311
2200	XPO1	NA	CRM1,EMB	exportin 1	XPO1	HGNC:12825
2201	MSX2	PFM1	CRS2,FPP,HOX8,MSH,PFM	msh homeobox 2	MSX2	HGNC:7392
2202	LIN28B	NA	FLJ16517,CSDD2	lin-28 homolog B	LIN28B	HGNC:32207
2203	NKX2-3	NKX2C	NKX2.3,CSX3,NKX4-3	NK2 homeobox 3	NKX2-3	HGNC:7836
2204	PRAME	MAPE	CT130	preferentially expressed antigen in melanoma	PRAME	HGNC:9336
2205	MAGEA3	MAGE3	HYPD,HIP8,MGC14613,CT1.3	MAGE family member A3	MAGEA3	HGNC:6801
2206	PASD1	NA	CT63	PAS domain containing repressor 1	PASD1	HGNC:20686
2207	TSPY1	TSPY	CT78	testis specific protein Y-linked 1	TSPY1	HGNC:12381
2208	PIWIL2	NA	HILI,FLJ10351,MILI,CT80	piwi like RNA-mediated gene silencing 2	PIWIL2	HGNC:17644
2209	CTCF	NA	NA	CCCTC-binding factor	CTCF	HGNC:13723
2210	TNS4	NA	CTEN	tensin 4	TNS4	HGNC:24352
2211	GZMA	HFSP,CTLA3	NA	granzyme A	GZMA	HGNC:4708
2212	KLLN	NA	KILLIN	killin, p53 regulated DNA replication inhibitor	KLLN	HGNC:37212
2213	CXCL12	SDF1A,SDF1B,SDF1	SCYB12,SDF-1A,SDF-1B,PBSF,TLSF-A,TLSF-B,TPAR1	C-X-C motif chemokine ligand 12	CXCL12	HGNC:10672
2214	CXCL17	NA	DCIP1,UNQ473,DMC,VCC1	C-X-C motif chemokine ligand 17	CXCL17	HGNC:19232
2215	PF4	NA	SCYB4,CXCL4	platelet factor 4	PF4	HGNC:8861
2216	PF4V1	NA	SCYB4V1,CXCL4V1,CXCL4L1	platelet factor 4 variant 1	PF4V1	HGNC:8862
2217	CXCL5	SCYB5	ENA-78	C-X-C motif chemokine ligand 5	CXCL5	HGNC:10642
2218	CYB5A	CYB5	NA	cytochrome b5 type A	CYB5A	HGNC:2570
2219	RACGAP1	NA	MGCRACGAP	Rac GTPase activating protein 1	RACGAP1	HGNC:9804
2220	CYP4B1	NA	NA	cytochrome P450 family 4 subfamily B member 1	CYP4B1	HGNC:2644
2221	DGKA	DAGK,DAGK1	DGK-ALPHA	diacylglycerol kinase alpha	DGKA	HGNC:2849
2222	DAPK2	NA	DRP-1,MGC119312	death associated protein kinase 2	DAPK2	HGNC:2675
2223	PDZK1IP1	NA	DD96,MAP17,SPAP	PDZK1 interacting protein 1	PDZK1IP1	HGNC:16887
2224	DDIT4	NA	RTP801,FLJ20500,REDD-1,REDD1,DIG2	DNA damage inducible transcript 4	DDIT4	HGNC:24944
2225	DDX25	NA	GRTH	DEAD-box helicase 25	DDX25	HGNC:18698
2226	PIAS1	DDXBP1	GBP,GU/RH-II,ZMIZ3	protein inhibitor of activated STAT 1	PIAS1	HGNC:2752
2227	EDIL3	NA	DEL1	EGF like repeats and discoidin domains 3	EDIL3	HGNC:3173
2228	TWIST2	NA	DERMO1,DERMO-1,BHLHA39	twist family bHLH transcription factor 2	TWIST2	HGNC:20670
2229	DIABLO	NA	SMAC,DIABLO-S,FLJ25049,FLJ10537,DFNA64	diablo IAP-binding mitochondrial protein	DIABLO	HGNC:21528
2230	DHFR	NA	NA	dihydrofolate reductase	DHFR	HGNC:2861
2231	EFEMP1	DHRD,FBNL	S1-5,FBLN3,MTLV	EGF containing fibulin extracellular matrix protein 1	EFEMP1	HGNC:3218
2232	GUCY2C	GUC2C	STAR	guanylate cyclase 2C	GUCY2C	HGNC:4688
2233	IL1RN	NA	IL1RA,ICIL-1RA,IL1F3,IRAP,IL-1RN,MGC10430	interleukin 1 receptor antagonist	IL1RN	HGNC:6000
2234	ZBTB7A	ZBTB7	FBI-1,LRF,DKFZP547O146,POKEMON,ZNF857A	zinc finger and BTB domain containing 7A	ZBTB7A	HGNC:18078
2235	VMP1	TMEM49	EPG3,TANGO5	vacuole membrane protein 1	VMP1	HGNC:29559
2236	DKK3	NA	REIC,RIG	dickkopf WNT signaling pathway inhibitor 3	DKK3	HGNC:2893
2237	DLX2	NA	TES-1	distal-less homeobox 2	DLX2	HGNC:2915
2238	DLX5	NA	NA	distal-less homeobox 5	DLX5	HGNC:2918
2239	DLX6	NA	NA	distal-less homeobox 6	DLX6	HGNC:2919
2240	DNAJA3	TID1	HTID-1	DnaJ heat shock protein family (Hsp40) member A3	DNAJA3	HGNC:11808
2241	DND1	NA	MGC34750,RBMS4	DND microRNA-mediated repression inhibitor 1	DND1	HGNC:23799
2242	DNMT3B	NA	NA	DNA methyltransferase 3 beta	DNMT3B	HGNC:2979
